-0.064419988,-0.518431045,-0.199859525,-0.168095844,-1,-0.368039089,-1,-0.262185817,-0.460899339,0.099504636,0.518103019,-0.537654773,-0.176244971,-0.994197932,0.030001337,-1,-0.376414996,-1,-0.862142279,0.420608574,-0.364811748,-0.402189573,-0.404734176,0.1015184,0.345636099,-0.208239063,-0.662182723,-0.960090737,-0.762450052,-0.809885726,-0.57601096
-0.061987441,-0.520881356,-0.190364621,-0.164988384,-1,-0.357829134,-1,-0.260668716,-0.466317557,0.109777173,0.505394497,-0.51412402,-0.150735034,-0.993605206,0.023482653,-0.999706853,-0.377532755,-1,-0.866422238,0.424210683,-0.365864988,-0.406356915,-0.404306905,0.101636198,0.343505153,-0.194783982,-0.660273723,-0.917820889,-0.760371819,-0.801681349,-0.573671353
-0.059599885,-0.523215621,-0.181140947,-0.161764202,-1,-0.347710424,-1,-0.259165785,-0.471907332,0.119907798,0.492427189,-0.512477581,-0.149288235,-0.993022649,0.01684351,-0.99817476,-0.378787066,-1,-0.87055665,0.428045714,-0.366886254,-0.410410337,-0.403963821,0.10200831,0.341227924,-0.186641792,-0.658262839,-0.891505478,-0.758291826,-0.702270057,-0.571603604
-0.057172847,-0.525435344,-0.172237656,-0.158483306,-1,-0.337620616,-1,-0.257670332,-0.477707542,0.129982103,0.479299079,-0.501059445,-0.124804793,-0.99242981,0.010223336,-0.998102129,-0.380196218,-1,-0.874466158,0.432027838,-0.367873642,-0.414402244,-0.403677122,0.102679926,0.338833007,-0.179463641,-0.656164128,-0.890840118,-0.75618614,-0.687890233,-0.569824149
-0.054683155,-0.527677154,-0.163608212,-0.155148194,-1,-0.327647417,-1,-0.256051957,-0.483501702,0.139875958,0.465956389,-0.488715826,-0.111410391,-0.991823752,0.003730186,-0.996964319,-0.381668478,-1,-0.878178708,0.482442451,-0.368789609,-0.418369816,-0.403446078,0.103681392,0.336351254,-0.172554023,-0.653866828,-0.890125415,-0.754003693,-0.677169083,-0.568265399
-0.052128074,-0.529915206,-0.155166333,-0.151701436,-1,-0.317822266,-1,-0.254168911,-0.489342547,0.149487633,0.452499003,-0.514646136,-0.098889997,-0.991196905,-0.002617817,-0.995501322,-0.383113994,-1,-0.885123174,0.481601619,-0.384552821,-0.422303732,-0.42728232,0.105042254,0.35123047,-0.16581055,-0.651236239,-0.889294529,-0.751619591,-0.655651311,-0.566857028
-0.049505126,-0.532018711,-0.146967132,-0.148217368,-1,-0.308005883,-1,-0.252521202,-0.49508513,0.159243966,0.438817012,-0.503580123,-0.098236327,-0.990617511,-0.008833781,-0.994884586,-0.384414609,-1,-0.891254739,0.479288732,-0.393776554,-0.457977633,-0.452607331,0.111818686,0.367459888,-0.15910044,-0.623784988,-0.945580408,-0.788854899,-0.65409857,-0.543682866
-0.046812633,-0.498791171,-0.138856597,-0.144784532,-1,-0.298362785,-1,-0.250230377,-0.500661104,0.168738775,0.42486465,-0.489565876,-0.075100531,-0.990044784,-0.014963615,-0.999727451,-0.385483069,-0.950405054,-0.894360773,0.484537623,-0.407719722,-0.474610954,-0.447850807,0.115771527,0.364554469,-0.152625459,-0.60807393,-0.986869054,-0.81198605,-0.68707245,-0.553741327
-0.044040885,-0.48942135,-0.130031752,-0.141428733,-1,-0.288870365,-1,-0.247270575,-0.506115008,0.175733787,0.410731749,-0.475369189,-0.062703172,-0.989525726,-0.020932698,-1,-0.386296341,-0.933479923,-0.896421212,0.490045435,-0.41599227,-0.482715905,-0.44341439,0.114982901,0.361633577,-0.146269472,-0.604508829,-0.98345578,-0.807601682,-0.677989834,-0.578279277
-0.041196497,-0.490513792,-0.122087659,-0.138445154,-0.960632033,-0.279455601,-0.986574291,-0.24689639,-0.483652098,0.185331176,0.397102659,-0.474463276,-0.062007097,-0.953696175,-0.026574607,-0.999176836,-0.38625009,-0.934363931,-0.907129045,0.495738486,-0.416966353,-0.493903887,-0.44297391,0.120305169,0.358725183,-0.140117295,-0.600556989,-0.980621348,-0.802950002,-0.654237416,-0.577080835
