1,0.066483241,-0.285654415,-0.99999992,-0.697843106,-0.69146884,-1,-0.334309404,0.541957563,1,0.542133241,-0.609159621,1,-0.17060517,-0.997839525,-0.999464968,-0.45739874,0.499890422,-1,-0.147221234,-0.579662397,0.617527043,-0.998464993,-0.999999918,-1,-0.996185389,0.618020276,-0.804728383,-0.369054244,1
1,0.036732772,-0.288103799,-1,-0.696618875,-0.709503342,-1,-0.291331195,0.575771179,1,0.541471863,-0.620949147,1,-0.158856628,-0.996817494,-0.998261428,-0.403576602,0.513455313,-1,-0.123778311,-0.595497554,0.603241604,-0.99872211,-1,-1,-0.996226706,0.603435218,-0.75279842,-0.373544598,1
1,0.004361055,-0.291338537,-1,-0.693149365,-0.719167494,-1,-0.253587072,0.60456384,1,0.540691126,-0.631476792,1,-0.143449154,-0.997880284,-0.998206948,-0.351955096,0.52814797,-1,-0.104426758,-0.612378073,0.5910518,-0.998935286,-1,-1,-0.99681765,0.594726076,-0.697913119,-0.373378566,1
1,-0.02839313,-0.294460712,-1,-0.687474747,-0.718207241,-1,-0.227285764,0.608951131,1,0.537664554,-0.635286932,0.998223241,-0.125835015,-0.998310872,-0.99834125,-0.301705335,0.529085932,-1,-0.090150384,-0.629075505,0.578125331,-0.999112216,-1,-1,-0.997351923,0.587984478,-0.640071701,-0.365169038,1
1,-0.05862767,-0.29866112,-1,-0.675110799,-0.704616914,-1,-0.200282836,0.667054249,1,0.5325051,-0.635924331,1,-0.103705111,-0.997943752,-0.999067005,-0.252777666,0.541897004,-1,-0.122392531,-0.666182487,0.565703531,-0.999260508,-1,-1,-0.997795023,0.581944695,-0.578590133,-0.350163938,1
0.999884586,-0.084150638,-0.30472041,-1,-0.655666066,-0.678629473,-1,-0.174644877,0.711550402,1,0.528909528,-0.635992766,0.999542381,-0.072765065,-0.997991787,-0.997428389,-0.206666627,0.554610558,-1,-0.175975268,-0.711395701,0.528525467,-0.999383205,-0.998431772,-1,-0.966709962,0.580494004,-0.513319144,-0.328953722,1
1,-0.105444107,-0.311968699,-1,-0.629998306,-0.626713734,-0.999034082,-0.153627192,0.750743001,1,0.524429983,-0.636290542,1,-0.034690011,-0.998298653,-1,-0.200064109,0.564080214,-1,-0.216809414,-0.752550135,0.51647036,-0.999485676,-1,-1,-0.964727182,0.581285781,-0.446038574,-0.31139661,0.996567711
0.999730549,-0.121373569,-0.318600113,-1,-0.597691689,-0.562898788,-1,-0.136700194,0.791854799,1,0.517516952,-0.65222795,1,0.00313547,-0.998799521,-0.999508192,-0.128837764,0.554382584,-1,-0.244672956,-0.791863299,0.464362094,-0.999571859,-1,-1,-0.968776497,0.583166371,-0.368217894,-0.28928739,1
0.995130485,-0.13173973,-0.329468446,-1,-0.559248026,-0.499504993,-1,-0.124395436,0.836162466,1,0.50924477,-0.663002495,0.999369416,0.043711719,-0.999200524,-1,-0.085507509,0.557842611,-1,-0.16105621,-0.850215627,0.468623057,-0.99963889,-1,-1,-0.954324617,0.587975013,-0.288394946,-0.27774087,1
1,-0.13733027,-0.34453535,-1,-0.516608534,-0.437777096,-1,-0.117440463,0.881373291,1,0.50317278,-0.618999115,1,0.086845846,-0.996264081,-0.998868331,-0.0803149,0.55682386,-1,-0.131180954,-0.912430917,0.4522991,-0.999701805,-1,-0.931893465,-0.936735333,0.592389624,-0.209997045,-0.19379869,1
0.999568693,-0.137734857,-0.362587209,-1,-0.467902431,-0.377728507,-1,-0.11379486,0.92409868,1,0.497370134,-0.627236813,1,0.128536472,-1,-1,-0.011185846,0.550248014,-1,-0.162601207,-0.941644138,0.428682796,-0.999749237,-0.996826518,-0.907155958,-0.914431742,0.595171588,-0.123209305,-0.18586953,1
0.998434409,-0.130998798,-0.380910317,-0.959659965,-0.412282539,-0.316347569,-1,-0.077035875,0.961259542,1,0.491500944,-0.629801253,0.999895879,0.169132992,-0.996673676,-1,0.013024372,0.558866895,-1,-0.208234948,-0.958467214,0.414699907,-0.999792642,-0.967134738,-0.924659881,-0.906733285,0.595006838,-0.041270648,-0.191320453,1
0.947768704,-0.11563514,-0.400882045,-0.971600747,-0.349682594,-0.2559615,-0.993288467,-0.062014376,0.989425071,1,0.48759679,-0.625584313,1,0.212417926,-1,-0.999189956,0.000531771,0.559522288,-1,-0.271700296,-0.945638708,0.379877519,-0.999828081,-1,-0.918844941,-0.872145303,0.581920723,0.029694905,-0.313512138,1
1,-0.092680908,-0.423899311,-0.998751022,-0.253645984,-0.192746123,-0.95176744,-0.060874019,0.980245058,0.997307191,0.540241521,-0.687505863,0.998712241,0.256643566,-1,-1,-0.010643013,0.541443952,-0.999436318,-0.308021402,-1,0.330337028,-1,-1,-1,-0.953069704,0.579973436,0.083293838,-0.444793258,1
1,-0.077957569,-0.448759628,-0.959492291,-0.172532001,-0.130142506,-1,-0.059364024,0.989585098,1,0.535744525,-0.683444773,0.999721786,0.298403652,-1,-0.988569498,-0.012831307,0.518394319,-1,-0.384436553,-1,0.291554666,-0.955599512,-1,-0.995915721,-0.923262826,0.548467133,0.147019841,-0.514465912,0.994554309
1,-0.041846403,-0.475238676,-1,-0.095337038,-0.073342047,-1,-0.057947506,0.990201677,0.972996326,0.553680997,-0.612876499,1,0.36554915,-1,-0.99772471,-0.095960467,0.442132996,-0.971599546,-0.47301579,-1,0.27009171,-1,-1,-1,-0.902378261,0.544564836,0.216308894,-0.573309884,0.869424389
1,-0.016962387,-0.504718956,-1,-0.015249408,-0.00026962,-1,-0.061069422,1,1,0.571195394,-0.568860727,1,0.423635172,-0.995256741,-0.997288806,-0.109719547,0.338228869,-1,-0.540594536,-1,0.229037119,-1,-1,-0.999898908,-0.906681691,0.481793438,0.28810482,-0.639008309,1
1,-0.002467181,-0.487339647,-1,0.061318691,0.051795077,-1,-0.063331139,0.968775502,1,0.626206347,-0.531898428,1,0.442232709,-1,-1,-0.173521316,0.166867506,-1,-0.592357314,-1,0.191442977,-1,-1,-0.999915544,-0.920006018,0.414633498,0.358149514,-0.703555473,1
1,-0.003287784,-0.49687114,-1,0.14174814,0.083901902,-1,-0.070435308,0.933491608,1,0.628391921,-0.501668746,0.985443746,0.456865858,-0.961182164,-0.952819657,-0.184093875,0.165059831,-1,-0.638314385,-1,0.166265085,-1,-1,-0.999932181,-0.933415127,0.297914739,0.401179298,-0.757069492,1
1,-8.61E-05,-0.540101941,-1,0.212661259,0.110802937,-1,-0.086099734,0.945324312,1,0.632496192,-0.4756367,0.964654192,0.468138632,-0.977362671,-1,-0.236650723,0.080156296,-1,-0.672730565,-1,0.150115919,-1,-1,-0.999942554,-0.944491572,0.211981457,0.427427899,-0.794826213,0.969335013
