cf_avg,cf_std,cumulative_profit,num_soc_violate,num_swap
1.3239604577537865e-5,2.314757568984991e-5,20.23468384008785,0,2
1.9157558072636273e-5,7.866322787397375e-5,23.132245742404,0,1
2.237941584009269e-5,7.866322787397375e-5,23.141606953143317,0,0
2.5615045998550202e-5,7.866322787397375e-5,23.089952723788706,0,0
3.0227084780363e-5,0.0001268098009020168,21.688387543714356,0,1
3.491987322548002e-5,0.00013570847721165822,19.8893714449191,0,1
4.236133250535623e-5,0.00014461232211190623,13.963538629849747,0,3
5.336671370037296e-5,0.00015353569052895842,2.4420961194739927,0,6
6.599107468993134e-5,0.00016243017058784832,-10.278061560132027,0,7
8.173144032025879e-5,0.0001713244811683178,-38.07654306395202,0,10
9.835773043883493e-5,0.00018021070563981132,-67.49916628584667,0,11
0.0001126854388856461,0.00018910467950702568,-90.26246092648877,0,9
0.00012859385126198176,0.00019799037477322468,-116.9584653942491,0,10
0.00014459876278667794,0.00019799037477322468,-143.1059549541909,0,10
0.00015744866308736654,0.00019799037477322468,-163.0966338331945,0,8
0.0001729027992084924,0.00019799037477322468,-181.00523099421036,0,10
0.00018789134480415046,0.00019799037477322468,-196.4398991016729,0,9
0.000201690059420813,0.00019799037477322468,-212.6621851080662,0,9
0.00021273324076103995,0.00019799037477322468,-224.65500667634058,0,7
0.0002253529504819901,0.00019799037477322468,-239.30428683740902,0,8
0.0002397986599998491,0.00019799037477322468,-255.74488916523111,0,9
0.00025156430776661234,0.00019799037477322468,-267.55609520387577,0,7
0.00026077484240265693,0.00019799037477322468,-273.0202547616483,0,5
0.0002664265160053929,0.00019799037477322468,-274.79952845300113,0,2
0.0002708228710005513,0.00019799037477322468,-275.8008435837713,0,1
0.0002755116604543778,0.00019799037477322468,-276.9822571857554,0,1
0.000278823259402716,0.00019799037477322468,-276.86036888380403,0,0
0.0002820540724710949,0.00019799037477322468,-276.92000971468303,0,0
0.0002852894650493173,0.00019799037477322468,-276.97373184353523,0,0
0.0002899012387431026,0.00019799037477322468,-279.0448838545424,0,1
0.00029459375780057815,0.00019952109940827534,-280.8625629683735,0,1
0.00030341166865582343,0.00019952109940827534,-288.93887100321854,0,4
0.00031587437541279255,0.000270665250072481,-302.2500321720019,0,7
0.0003284957418918985,0.000270665250072481,-323.8236579915276,0,8
0.00034156671120782344,0.000270665250072481,-345.0101560824247,0,8
0.00035252361392425257,0.000270665250072481,-363.03886777834646,0,7
0.00036652681723760576,0.00024847966695222665,-387.5989485086935,0,9
0.00038106587951826766,0.00023957068603374035,-411.21921224426916,0,9
0.0003959655415961726,0.0002306764440639267,-434.8620023906902,0,9
0.00041013311905403814,0.00022178139143967448,-450.56907556409254,0,9
0.0004229122892230338,0.00021288657292810507,-464.33069220382055,0,8
0.00043836457787575274,0.0002039919183216687,-482.9820035378518,0,10
0.0004526058273764939,0.00020092994518963077,-498.8789586126698,0,9
0.0004667671567135238,0.00022762701257470635,-514.9233542659506,0,9
0.00047853405856292846,0.00022762701257470635,-526.8271426973232,0,7
0.0004891214662949098,0.00022762701257470635,-537.1637939355155,0,6
0.0004982557430293955,0.00022762701257470635,-542.8204794366757,0,5
0.0005039113153652412,0.00022762701257470635,-544.5968135128247,0,2
0.0005086708745497278,0.00027210856159659666,-545.6400336529488,0,1
0.0005119777982151488,0.00027210856159659666,-545.5174222978727,0,0
0.0005152082787963278,0.00027210856159659666,-545.5768499170027,0,0
0.000518443121670564,0.00027210856159659666,-545.6305771538623,0,0
0.0005216776815852429,0.00027210856159659666,-545.6846956816637,0,0
0.0005276656751907636,0.00030766525111663935,-549.7782252139046,0,2
0.0005372174408981828,0.00030766525111663935,-559.4086232814253,0,5
0.0005511417298774261,0.00030766525111663935,-574.4464592198806,0,8
0.0005648514842268138,0.00030766525111663935,-590.8184835893348,0,9
0.0005797444511963272,0.00030766525111663935,-614.7616802590089,0,9
0.0005928772890711934,0.00030766525111663935,-635.735360254077,0,8
0.0006076771813210605,0.00030766525111663935,-660.1760854576371,0,9
0.0006198134988371282,0.0003076652511166385,-677.8235972742307,0,7
0.0006327857534376232,0.0003076652511166385,-699.3648175103988,0,8
0.0006458634764289581,0.0003076652511166385,-720.3331685278762,0,8
0.0006589355592589539,0.0003076652511166361,-734.3160666011103,0,8
0.000671269149031969,0.00030766525111663496,-748.3743201557116,0,8
